Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-11-27 09:30:00-05:00,234.46499633789062,235.67999267578125,233.8101043701172,235.16000366210938,7058124,0.0,0.0
2024-11-27 10:30:00-05:00,235.16000366210938,235.69000244140625,234.15460205078125,234.6699981689453,3805611,0.0,0.0
2024-11-27 11:30:00-05:00,234.62010192871094,234.88999938964844,233.97999572753906,234.57000732421875,2845831,0.0,0.0
2024-11-27 12:30:00-05:00,234.55999755859375,235.0,234.40939331054688,234.7801055908203,2325512,0.0,0.0
2024-11-27 13:30:00-05:00,234.77999877929688,235.13710021972656,234.7100067138672,234.97999572753906,1683157,0.0,0.0
2024-11-27 14:30:00-05:00,234.97999572753906,235.25,234.73500061035156,234.84500122070312,2045715,0.0,0.0
2024-11-27 15:30:00-05:00,234.83999633789062,234.94000244140625,234.74000549316406,234.875,400878,0.0,0.0
